sgId	gene	untreated_day15Rep1	untreated_day15Rep2	RigosertibRep1	RigosertibRep2
Unassigned=negNUP54_-_77069716.22-NR_103780	negative_control	363	382	372	374
Unassigned=negNUP93_+_56765177.21-NM_014669	negative_control	347	390	458	388
Unassigned=negNUP93_+_56815457.23-NM_001242795	negative_control	248	219	276	224
Unassigned=negNUP93_-_56762264.25-NM_014669	negative_control	209	123	180	96
Unassigned=negNUP93_-_56817618.23-NM_001242796	negative_control	404	359	363	368
Unassigned=negNUP98_+_3819395.25-NM_016320,NM_139132	negative_control	286	289	162	249
Unassigned=negNUTF2_-_67880770.24-all	negative_control	497	454	299	235
Unassigned=negNUTF2_-_67880932.25-all	negative_control	18	16	8	14
Unassigned=negOGDH_-_44645371.23-NM_001165036	negative_control	218	186	206	221
Unassigned=negOGDH_-_44646203.22-NM_002541	negative_control	203	213	199	184
Unassigned=negOGDH_-_44646559.25-NM_002541,NM_001003941	negative_control	679	720	539	514
Unassigned=negOGDH_-_44647918.24-NM_002541	negative_control	226	271	286	270
Unassigned=negOGT_+_70753176.22-NM_181673	negative_control	635	687	704	635
Unassigned=negOGT_-_70752760.21-NM_181672	negative_control	618	561	588	653
Unassigned=negOIP5_-_41623188.24-all	negative_control	247	312	341	296
Unassigned=negOIP5_-_41626233.25-all	negative_control	400	508	478	417
Unassigned=negORC3_-_88299648.25-NM_001197259	negative_control	292	327	319	323
Unassigned=negORC3_-_88299685.25-NM_181837	negative_control	360	379	353	409
Unassigned=negORC3_-_88300206.24-NM_012381	negative_control	72	55	82	84
Unassigned=negORC3_-_88300920.24-NM_181837	negative_control	378	341	517	418
Unassigned=negPABPN1_+_23790039.25-all	negative_control	249	185	209	227
Unassigned=negPAICS_+_57301413.24-NM_006452	negative_control	457	449	413	406
Unassigned=negPAICS_+_57301814.23-NM_001079525	negative_control	213	199	265	229
Unassigned=negPAICS_+_57302543.24-NM_001079524	negative_control	287	278	373	285
Unassigned=negPAICS_-_57302463.24-NM_001079524	negative_control	652	720	629	732
Unassigned=negPAK1IP1_+_10694818.23-all	negative_control	181	194	138	212
Unassigned=negPAM16_-_4400835.24-all	negative_control	26	7	15	39
Unassigned=negPAM16_-_4402054.25-all	negative_control	191	209	184	155
Unassigned=negPCNA_+_5107921.25-NM_002592	negative_control	316	336	398	299
Unassigned=negPDCD11_+_105156561.25-all	negative_control	359	360	465	385
Unassigned=negPDCD11_+_105157137.23-all	negative_control	378	295	359	343
Unassigned=negPDCD11_-_105156297.24-all	negative_control	587	622	554	709
Unassigned=negPHAX_+_125936621.25-all	negative_control	264	238	262	253
Unassigned=negPHAX_+_125937765.23-all	negative_control	38	48	57	36
Unassigned=negPHAX_-_125937457.24-all	negative_control	149	177	201	129
Unassigned=negPMPCB_-_102936682.25-all	negative_control	111	126	109	128
Unassigned=negPOLD3_+_74301985.25-NR_046409	negative_control	359	361	545	482
Unassigned=negPOLD3_-_74304384.24-NR_046410	negative_control	308	323	293	261
Unassigned=negPOLR1B_+_113297875.23-NM_001282774	negative_control	73	97	77	67
Unassigned=negPOLR1B_+_113299894.25-NM_001282772	negative_control	258	341	287	347
Unassigned=negPOLR1B_+_113300117.23-NM_001282774	negative_control	367	459	465	360
Unassigned=negPOLR1B_-_113299795.25-NM_019014	negative_control	710	857	732	698
Unassigned=negPOLR1B_-_113299948.24-NM_001282776,NM_001137604	negative_control	67	102	162	121
Unassigned=negPOLR1B_-_113300483.25-NM_001137604,NM_001282774	negative_control	532	641	514	517
Unassigned=negPOLR1B_-_113300539.23-NM_001282779	negative_control	296	258	314	309
Unassigned=negPOLR2A_-_7389392.24-all	negative_control	423	483	438	487
Unassigned=negPOLR2E_+_1093893.25-all	negative_control	377	264	252	307
Unassigned=negPOLR3B_-_106752680.25-NM_018082	negative_control	436	483	403	549
Unassigned=negPPP1R10_+_30585785.22-NR_072994	negative_control	385	383	417	419
Unassigned=negPPP1R8_+_28155692.24-NM_002713	negative_control	283	272	236	240
Unassigned=negPPP1R8_+_28156787.24-NM_002713	negative_control	375	287	364	346
Unassigned=negPPP1R8_-_28158092.25-NM_014110	negative_control	995	985	1006	1019
Unassigned=negPPP2R1A_+_52691969.25-NR_033500	negative_control	388	524	437	452
Unassigned=negPPP2R1A_-_52691942.23-NR_033500	negative_control	203	203	288	218
Unassigned=negPRC1_+_91537369.23-NM_001267580	negative_control	540	501	457	455
Unassigned=negPRC1_+_91537626.24-NM_003981	negative_control	383	378	338	302
Unassigned=negPRC1_+_91539124.24-NM_199413	negative_control	34	33	49	28
Unassigned=negPRC1_-_91536282.25-NM_003981	negative_control	217	261	298	254
Unassigned=negPRC1_-_91536406.22-NM_199413	negative_control	190	176	221	197
Unassigned=negPRC1_-_91537903.25-NM_199413	negative_control	83	85	407	296
Unassigned=negPRC1_-_91538087.24-NM_199413	negative_control	453	483	414	404
Unassigned=negPRPF8_+_1588491.24-all	negative_control	313	368	353	444
Unassigned=negPSMA3_-_58712096.23-NM_002788	negative_control	75	111	104	120
Unassigned=negPSMA6_+_35747852.23-NM_001282234	negative_control	224	299	236	311
Unassigned=negPSMA6_+_35760045.25-NM_001282232,NM_002791	negative_control	81	65	86	60
Unassigned=negPSMA6_+_35760656.24-NM_001282233	negative_control	1240	1387	1367	1298
Unassigned=negPSMA7_+_60716956.23-all	negative_control	402	524	555	578
Unassigned=negPSMA7_+_60717821.22-all	negative_control	260	239	266	241
Unassigned=negPSMB2_-_36096930.24-NM_001199780	negative_control	132	88	124	139
Unassigned=negPSMB2_-_36106980.23-NM_001199779	negative_control	209	202	202	141
Unassigned=negPSMB6_-_4699792.23-NM_001270481	negative_control	259	211	224	196
Unassigned=negPSMB6_-_4700525.23-NM_001270481	negative_control	350	314	243	277
Unassigned=negPSMC1_+_90722984.24-all	negative_control	427	423	234	274
Unassigned=negPSMC2_-_102986347.24-NM_001204453	negative_control	233	271	252	212
Unassigned=negPSMC4_+_40475739.25-NM_153001	negative_control	510	458	543	577
Unassigned=negPSMC6_-_53172990.23-all	negative_control	205	355	334	328
Unassigned=negPSMC6_-_53173800.25-all	negative_control	188	209	265	203
Unassigned=negPSMD13_-_237190.25-NM_175932	negative_control	178	205	249	236
Unassigned=negPSMD14_+_162165046.24-all	negative_control	203	173	214	213
Unassigned=negPSMD14_+_162165090.24-all	negative_control	170	217	127	121
Unassigned=negPSMD2_+_184017229.24-NM_001278709	negative_control	210	164	237	216
Unassigned=negPSMD2_-_184015431.25-NM_002808	negative_control	411	399	424	439
Unassigned=negPSMD2_-_184015535.25-NM_002808	negative_control	129	176	241	303
Unassigned=negPSMD2_-_184016954.24-NM_001278708	negative_control	143	128	235	210
Unassigned=negPSMD2_-_184017052.25-NM_002808	negative_control	35	45	54	41
Unassigned=negPSMD2_-_184017420.23-NM_002808	negative_control	271	376	362	268
Unassigned=negPSMD2_-_184017528.24-NM_002808	negative_control	105	89	109	91
Unassigned=negPSMD2_-_184017529.25-NM_002808	negative_control	70	106	99	100
Unassigned=negPSMD4_-_151228159.24-all	negative_control	330	306	317	298
Unassigned=negPSMD6_+_64009788.24-NM_001271779	negative_control	189	197	139	210
Unassigned=negPSMD6_+_64009939.23-NM_001271779	negative_control	208	273	277	237
Unassigned=negPSMD6_-_64009148.24-NM_001271780	negative_control	423	502	553	406
Unassigned=negPSMD7_+_74332120.24-all	negative_control	873	972	1022	991
Unassigned=negPSMD7_-_74329534.24-all	negative_control	733	746	826	877
Unassigned=negPSMD7_-_74332010.22-all	negative_control	44	45	55	38
Unassigned=negPYROXD1_+_21591171.25-all	negative_control	1351	1400	1484	1402
Unassigned=negPYROXD1_-_21589305.25-all	negative_control	124	139	110	154
Unassigned=negPYROXD1_-_21589365.24-all	negative_control	214	214	297	257
Unassigned=negRABGGTB_-_76250188.25-NR_073562	negative_control	94	202	155	216
Unassigned=negRARS2_+_88299718.25-all	negative_control	87	135	152	177
Unassigned=negRARS2_+_88299745.22-all	negative_control	376	429	262	303
Unassigned=negRARS2_-_88300169.25-all	negative_control	151	211	206	243
Unassigned=negRBBP4_+_33116772.24-NM_001135255	negative_control	350	443	410	366
Unassigned=negRBBP4_+_33118222.23-NM_005610	negative_control	247	288	307	246
Unassigned=negRBBP4_-_33116551.23-NM_001135256	negative_control	260	325	360	337
Unassigned=negRBBP4_-_33117324.23-NM_001135255	negative_control	640	716	433	493
Unassigned=negRBBP4_-_33117337.25-NM_001135256	negative_control	286	293	354	351
Unassigned=negRBBP6_+_24551511.24-NM_006910	negative_control	204	207	178	215
Unassigned=negRBBP6_-_24551113.25-NM_006910	negative_control	575	663	648	672
Unassigned=negRBBP6_-_24551372.25-NM_032626	negative_control	161	197	183	203
Unassigned=negRBBP8_+_20513322.25-NM_002894	negative_control	214	184	296	171
Unassigned=negRBM17_-_6131708.25-NM_001145547	negative_control	477	566	509	539
Unassigned=negRBM17_-_6131811.23-NM_032905	negative_control	126	111	157	155
Unassigned=negRBM39_+_34329825.23-NR_040723	negative_control	103	125	114	131
Unassigned=negRBM39_+_34330212.22-NR_040724	negative_control	104	116	83	147
Unassigned=negRBM39_-_34328517.23-NR_040723	negative_control	235	278	278	294
Unassigned=negRBM39_-_34329371.23-NR_040722	negative_control	181	236	203	145
Unassigned=negRBM39_-_34329660.25-NM_001242599	negative_control	72	35	65	54
Unassigned=negRBM39_-_34329820.25-NR_040724	negative_control	0	0	0	0
Unassigned=negRBM39_-_34329907.24-NR_040723	negative_control	218	295	202	246
Unassigned=negRBM39_-_34331732.25-NR_040724	negative_control	261	271	253	303
Unassigned=negRBM8A_-_145506001.25-all	negative_control	331	287	434	310
Unassigned=negRFC1_+_39367587.24-NM_002913	negative_control	1221	1337	1451	1338
Unassigned=negRFC2_+_73670115.22-NM_001278792	negative_control	323	432	255	278
Unassigned=negRFC2_-_73667861.25-NM_001278792	negative_control	684	578	705	708
Unassigned=negRFC2_-_73668970.25-NM_002914	negative_control	44	30	54	56
Unassigned=negRFC2_-_73669429.25-NM_001278793	negative_control	1444	1524	1487	1522
Unassigned=negRFC4_+_186524924.23-NM_181573	negative_control	381	418	360	411
Unassigned=negRFC4_-_186524041.25-NM_002916	negative_control	393	449	244	299
Unassigned=negRMI1_-_86596049.25-all	negative_control	257	281	255	220
Unassigned=negRNF168_+_196230468.24-all	negative_control	395	445	393	392
Unassigned=negRNF168_+_196230758.23-all	negative_control	174	180	181	180
Unassigned=negRNGTT_+_89672843.23-NM_003800	negative_control	466	482	487	470
Unassigned=negRNGTT_-_89672339.24-NM_003800	negative_control	267	298	239	244
Unassigned=negRNGTT_-_89674773.24-NM_003800	negative_control	373	376	329	336
Unassigned=negRPA2_+_28241476.25-NM_002946	negative_control	264	314	255	288
Unassigned=negRPA2_-_28242509.25-NM_002946	negative_control	164	197	254	227
Unassigned=negRPL10A_+_35435918.25-all	negative_control	232	235	593	557
Unassigned=negRPL10_+_153625914.23-NM_001256580	negative_control	366	378	526	473
Unassigned=negRPL10_+_153626789.22-NM_001256580	negative_control	182	179	134	203
Unassigned=negRPL10_-_153625992.25-NM_001256577	negative_control	42	43	47	65
Unassigned=negRPL11_+_24016928.25-NM_000975	negative_control	294	392	414	329
Unassigned=negRPL11_-_24018435.24-NM_000975	negative_control	162	178	172	204
Unassigned=negRPL13A_-_49989332.22-NM_012423	negative_control	710	722	719	753
Unassigned=negRPL17_+_47017197.24-NM_001199343	negative_control	102	126	95	168
Unassigned=negRPL17_+_47018655.25-NM_001199341	negative_control	206	280	254	277
Unassigned=negRPL17_+_47018656.24-NM_001199342,NM_001199344,NM_001199343	negative_control	387	383	369	304
Unassigned=negRPL17_+_47018993.24-NM_000985	negative_control	167	239	168	183
Unassigned=negRPL17_+_47019587.24-NM_001199344	negative_control	511	570	426	508
Unassigned=negRPL17_+_47019700.23-NM_000985	negative_control	1280	1575	1601	1644
Unassigned=negRPL17_+_47020468.23-NM_001199345	negative_control	80	92	56	113
Unassigned=negRPL17_-_47017235.23-NM_001199340	negative_control	885	880	879	722
Unassigned=negRPL18A_-_17970826.25-all	negative_control	99	111	108	145
Unassigned=negRPL18A_-_17971745.24-all	negative_control	718	797	567	484
Unassigned=negRPL18_-_49122271.25-NM_001270490	negative_control	101	72	62	83
Unassigned=negRPL18_-_49123045.25-NM_001270490	negative_control	163	91	171	112
Unassigned=negRPL19_+_37357040.23-all	negative_control	192	227	173	218
Unassigned=negRPL21_+_27823957.24-all	negative_control	112	155	105	182
Unassigned=negRPL24_-_101405301.24-all	negative_control	309	325	419	330
Unassigned=negRPL24_-_101407190.25-all	negative_control	374	481	389	418
Unassigned=negRPL27_-_41148695.23-all	negative_control	227	200	240	227
Unassigned=negRPL30_+_99057587.23-all	negative_control	96	104	105	141
Unassigned=negRPL31_+_101617222.23-NM_001098577	negative_control	262	331	200	209
Unassigned=negRPL31_+_101617505.25-NM_001099693	negative_control	299	319	443	389
Unassigned=negRPL31_+_101618608.22-NM_001098577	negative_control	307	438	347	392
Unassigned=negRPL32_+_12881375.25-NM_000994	negative_control	80	133	110	73
Unassigned=negRPL32_-_12883742.25-NM_000994	negative_control	550	488	483	449
Unassigned=negRPL32_-_12884366.23-NM_001007073	negative_control	368	308	324	248
Unassigned=negRPL34_+_109540805.25-NM_033625	negative_control	300	442	295	361
Unassigned=negRPL3_+_39714331.23-NM_001033853	negative_control	632	700	628	574
Unassigned=negRPL3_+_39716317.25-NM_001033853	negative_control	286	369	311	243
Unassigned=negRPL3_-_39714232.22-NM_000967	negative_control	744	721	635	663
Unassigned=negRPL6_+_112847084.23-NM_001024662	negative_control	762	789	1220	1189
Unassigned=negRPL7A_+_136214022.23-all	negative_control	100	158	132	153
Unassigned=negRPL7_+_74205652.25-all	negative_control	747	824	829	882
Unassigned=negRPLP0_+_120639069.24-NM_001002	negative_control	1036	981	1185	1243
Unassigned=negRPLP0_+_120640590.25-NM_053275	negative_control	831	799	631	810
Unassigned=negRPLP2_-_810335.24-all	negative_control	348	481	372	526
Unassigned=negRPN2_+_35807093.21-NM_002951	negative_control	367	468	108	116
Unassigned=negRPS11_+_49999645.24-all	negative_control	199	240	128	176
Unassigned=negRPS11_-_50000045.25-all	negative_control	199	227	225	212
Unassigned=negRPS13_-_17099478.23-all	negative_control	97	93	147	130
Unassigned=negRPS13_-_17100210.25-all	negative_control	473	564	519	503
Unassigned=negRPS14_+_149827727.25-NM_001025070	negative_control	181	169	121	237
Unassigned=negRPS14_+_149828298.25-NM_005617	negative_control	269	202	294	227
Unassigned=negRPS14_+_149828694.25-NM_005617	negative_control	383	350	428	389
Unassigned=negRPS24_+_79792996.24-NM_033022	negative_control	461	338	675	560
Unassigned=negRPS24_-_79791830.24-NM_001142285	negative_control	465	511	499	603
Unassigned=negRPS24_-_79793884.23-NM_001142282	negative_control	196	196	227	165
Unassigned=negRPS25_-_118889097.24-all	negative_control	409	513	334	375
Unassigned=negRPS28_+_8387528.24-all	negative_control	237	281	278	326
Unassigned=negRPS29_+_50052972.25-NM_001032	negative_control	372	512	384	431
Unassigned=negRPS3A_+_152020750.23-NM_001006	negative_control	450	565	545	587
Unassigned=negRPS3A_-_152019423.25-NM_001006	negative_control	77	82	72	73
Unassigned=negRPS3A_-_152020941.22-NM_001006	negative_control	277	290	224	255
Unassigned=negRPS3_+_75108762.24-NM_001005	negative_control	45	89	132	58
Unassigned=negRPS3_+_75109132.23-NM_001260506	negative_control	469	527	538	341
Unassigned=negRPS3_+_75110137.23-NM_001005	negative_control	141	198	164	164
Unassigned=negRPS3_-_75108773.25-NM_001005	negative_control	81	53	126	71
Unassigned=negRPS3_-_75109622.24-NM_001256802	negative_control	108	144	266	277
Unassigned=negRPS3_-_75111282.24-NM_001005	negative_control	70	90	98	85
Unassigned=negRPS4X_+_71498706.24-all	negative_control	58	44	65	55
Unassigned=negRPS4X_-_71497637.24-all	negative_control	260	409	329	364
Unassigned=negRPS4X_-_71497959.24-all	negative_control	89	109	89	84
Unassigned=negRPS6_+_19379384.23-all	negative_control	302	365	331	269
Unassigned=negRPS6_-_19380632.22-all	negative_control	408	471	524	617
Unassigned=negRPS8_-_45242217.25-all	negative_control	624	709	710	640
Unassigned=negRPS8_-_45242539.22-all	negative_control	175	201	163	102
Unassigned=negRTF1_-_41709988.25-all	negative_control	505	389	447	387
Unassigned=negRTFDC1_-_55042140.23-NM_001283035	negative_control	264	262	277	290
Unassigned=negRTFDC1_-_55045220.25-NM_016407	negative_control	161	162	104	137
Unassigned=negRTFDC1_-_55045322.25-NM_001283036	negative_control	469	500	486	391
Unassigned=negSACM1L_+_45731456.24-all	negative_control	810	771	511	554
Unassigned=negSACM1L_-_45731292.23-all	negative_control	193	222	88	71
Unassigned=negSART1_+_65727972.25-all	negative_control	140	168	207	180
Unassigned=negSART1_+_65728961.21-all	negative_control	571	667	695	653
Unassigned=negSART1_+_65729056.22-all	negative_control	576	539	431	553
Unassigned=negSART1_-_65727460.24-all	negative_control	280	249	247	226
Unassigned=negSART1_-_65730301.24-all	negative_control	101	111	96	92
Unassigned=negSART3_+_108953901.25-all	negative_control	41	43	36	43
Unassigned=negSASS6_+_100598180.25-all	negative_control	136	109	102	141
Unassigned=negSASS6_+_100598746.24-all	negative_control	356	444	651	567
Unassigned=negSCFD1_-_31091591.25-NM_016106	negative_control	186	200	252	214
Unassigned=negSDE2_+_226185786.25-all	negative_control	142	115	98	85
Unassigned=negSEC61A1_+_127771435.23-all	negative_control	410	353	449	400
Unassigned=negSEC61B_+_101985430.25-all	negative_control	146	170	165	140
Unassigned=negSEC61B_-_101983833.22-all	negative_control	385	508	369	443
Unassigned=negSEC61B_-_101984525.21-all	negative_control	274	393	314	362
Unassigned=negSEC61B_-_101985591.24-all	negative_control	569	578	526	553
Unassigned=negSEH1L_+_12946678.25-NM_031216	negative_control	418	453	495	419
Unassigned=negSEH1L_+_12948912.22-NM_031216	negative_control	2183	2395	2336	2168
Unassigned=negSEH1L_+_12949153.22-NM_031216	negative_control	189	191	180	237
Unassigned=negSEH1L_-_12947905.25-NM_031216	negative_control	31	47	61	66
Unassigned=negSENP6_-_76311352.23-all	negative_control	280	340	404	408
Unassigned=negSENP6_-_76311708.24-NM_001100409	negative_control	406	422	451	499
